コード,都道府県,市区町村,市区町村カナ,市区町村かな,緯度,経度
242144,三重県,いなべ市,イナベシ,いなべし,35.115701,136.561471
242152,三重県,志摩市,シマシ,しまし,34.32816,136.829691
242161,三重県,伊賀市,イガシ,いがし,34.768595,136.12991
243035,三重県,桑名郡木曽岬町,キソサキチョウ,きそさきちょう,35.07598,136.731328
243248,三重県,員弁郡東員町,トウインチョウ,とういんちょう,35.074257,136.583578
243418,三重県,三重郡菰野町,コモノチョウ,こものちょう,35.020068,136.507344
243434,三重県,三重郡朝日町,アサヒチョウ,あさひちょう,35.03421,136.664352
243442,三重県,三重郡川越町,カワゴエチョウ,かわごえちょう,35.023009,136.673865
244414,三重県,多気郡多気町,タキチョウ,たきちょう,34.496153,136.546146
244422,三重県,多気郡明和町,メイワチョウ,めいわちょう,34.54756,136.623176
244431,三重県,多気郡大台町,オオダイチョウ,おおだいちょう,34.393387,136.407875
244619,三重県,度会郡玉城町,タマキチョウ,たまきちょう,34.490278,136.630929
244708,三重県,度会郡度会町,ワタライチョウ,わたらいちょう,34.438923,136.622466
244716,三重県,度会郡大紀町,タイキチョウ,たいきちょう,34.358045,136.415792
244724,三重県,度会郡南伊勢町,ミナミイセチョウ,みなみいせちょう,34.352095,136.703689
245437,三重県,北牟婁郡紀北町,キホクチョウ,きほくちょう,34.211533,136.337313
245615,三重県,南牟婁郡御浜町,ミハマチョウ,みはまちょう,33.814478,136.048724
245623,三重県,南牟婁郡紀宝町,キホウチョウ,きほうちょう,33.733773,136.00967
252018,滋賀県,大津市,オオツシ,おおつし,35.017893,135.854607
252026,滋賀県,彦根市,ヒコネシ,ひこねし,35.274461,136.259623
252034,滋賀県,長浜市,ナガハマシ,ながはまし,35.380815,136.278722
252042,滋賀県,近江八幡市,オウミハチマンシ,おうみはちまんし,35.128339,136.097907
252069,滋賀県,草津市,クサツシ,くさつし,35.013134,135.959936
252077,滋賀県,守山市,モリヤマシ,もりやまし,35.05894,135.994404
252085,滋賀県,栗東市,リットウシ,りっとうし,35.021617,135.997996
252093,滋賀県,甲賀市,コウカシ,こうかし,34.966139,136.167092
252107,滋賀県,野洲市,ヤスシ,やすし,35.067454,136.02585
252115,滋賀県,湖南市,コナンシ,こなんし,35.00415,136.084679
252123,滋賀県,高島市,タカシマシ,たかしまし,35.353071,136.03583
252131,滋賀県,東近江市,ヒガシオウミシ,ひがしおうみし,35.112456,136.207765
252140,滋賀県,米原市,マイバラシ,まいばらし,35.361585,136.370192
253839,滋賀県,蒲生郡日野町,ヒノチョウ,ひのちょう,35.018003,136.246043
253847,滋賀県,蒲生郡竜王町,リユウオウチョウ,りゆうおうちょう,35.060803,136.124535
254258,滋賀県,愛知郡愛荘町,アイショウチョウ,あいしょうちょう,35.16894,136.212367
254410,滋賀県,犬上郡豊郷町,トヨサトチョウ,とよさとちょう,35.200343,136.229893
254428,滋賀県,犬上郡甲良町,コウラチョウ,こうらちょう,35.204119,136.261205
254436,滋賀県,犬上郡多賀町,タガチョウ,たがちょう,35.221996,136.292049
261017,京都府,京都市北区,キョウトシキタク,きょうとしきたく,35.041053,135.753983
261025,京都府,京都市上京区,キョウトシカミギョウク,きょうとしかみぎょうく,35.029618,135.756627
261033,京都府,京都市左京区,キョウトシサキョウク,きょうとしさきょうく,35.048569,135.778548
261041,京都府,京都市中京区,キョウトシナカギョウク,きょうとしなかぎょうく,35.010425,135.751411
261050,京都府,京都市東山区,キョウトシヒガシヤマク,きょうとしひがしやまく,34.997057,135.776162
261068,京都府,京都市下京区,キョウトシシモギョウク,きょうとししもぎょうく,34.987655,135.755533
261076,京都府,京都市南区,キョウトシミナミク,きょうとしみなみく,34.976661,135.746495
261084,京都府,京都市右京区,キョウトシウキョウク,きょうとしうきょうく,35.010133,135.716078
261092,京都府,京都市伏見区,キョウトシフシミク,きょうとしふしみく,34.93603,135.76141
261106,京都府,京都市山科区,キョウトシヤマシナク,きょうとしやましなく,34.972336,135.813697
261114,京都府,京都市西京区,キョウトシニシキョウク,きょうとしにしきょうく,34.985104,135.69342
262013,京都府,福知山市,フクチヤマシ,ふくちやまし,35.2967,135.126563
262021,京都府,舞鶴市,マイヅルシ,まいづるし,35.474797,135.385992
262030,京都府,綾部市,アヤベシ,あやべし,35.298916,135.258812
262048,京都府,宇治市,ウジシ,うじし,34.884461,135.799854
262056,京都府,宮津市,ミヤヅシ,みやづし,35.535577,135.195567
262064,京都府,亀岡市,カメオカシ,かめおかし,35.013408,135.573609
262072,京都府,城陽市,ジョウヨウシ,じょうようし,34.853008,135.779974
262081,京都府,向日市,ムコウシ,むこうし,34.948736,135.698288
262099,京都府,長岡京市,ナガオカキョウシ,ながおかきょうし,34.926771,135.695785
262102,京都府,八幡市,ヤワタシ,やわたし,34.875555,135.707621
262111,京都府,京田辺市,キョウタナベシ,きょうたなべし,34.814459,135.767695
262129,京都府,京丹後市,キョウタンゴシ,きょうたんごし,35.624166,135.061
262137,京都府,南丹市,ナンタンシ,なんたんし,35.107374,135.47026
262145,京都府,木津川市,キヅガワシ,きづがわし,34.737162,135.820117
263036,京都府,乙訓郡大山崎町,オオヤマザキチョウ,おおやまざきちょう,34.902806,135.688476
263222,京都府,久世郡久御山町,クミヤマチョウ,くみやまちょう,34.8815,135.732607
263435,京都府,綴喜郡井手町,イデチョウ,いでちょう,34.798408,135.803306
263443,京都府,綴喜郡宇治田原町,ウジタワラチョウ,うじたわらちょう,34.85267,135.856855
263648,京都府,相楽郡笠置町,カサギチョウ,かさぎちょう,34.76045,135.939366
263656,京都府,相楽郡和束町,ワヅカチョウ,わづかちょう,34.79571,135.90488
263664,京都府,相楽郡精華町,セイカチョウ,せいかちょう,34.760856,135.785833
263672,京都府,相楽郡南山城村,ミナミヤマシロムラ,みなみやましろむら,34.772789,135.993537
264075,京都府,船井郡京丹波町,キョウタンバチョウ,きょうたんばちょう,35.164362,135.423055
264636,京都府,与謝郡伊根町,イネチョウ,いねちょう,35.675146,135.272639
264652,京都府,与謝郡与謝野町,ヨサノチョウ,よさのちょう,35.565309,135.152841
271021,大阪府,大阪市都島区,オオサカシミヤコジマク,おおさかしみやこじまく,34.701279,135.52809
271039,大阪府,大阪市福島区,オオサカシフクシマク,おおさかしふくしまく,34.692337,135.472229
271047,大阪府,大阪市此花区,オオサカシコノハナク,おおさかしこのはなく,34.683049,135.452328
271063,大阪府,大阪市西区,オオサカシニシク,おおさかしにしく,34.676231,135.486059
271071,大阪府,大阪市港区,オオサカシミナトク,おおさかしみなとく,34.663918,135.460681
271080,大阪府,大阪市大正区,オオサカシタイショウク,おおさかしたいしょうく,34.650403,135.4727
271098,大阪府,大阪市天王寺区,オオサカシテンノウジク,おおさかしてんのうじく,34.657917,135.519362
271110,大阪府,大阪市浪速区,オオサカシナニワク,おおさかしなにわく,34.659444,135.49963
271136,大阪府,大阪市西淀川区,オオサカシニシヨドガワク,おおさかしにしよどがわく,34.711348,135.456202
271144,大阪府,大阪市東淀川区,オオサカシヒガシヨドガワク,おおさかしひがしよどがわく,34.741214,135.529423
271152,大阪府,大阪市東成区,オオサカシヒガシナリク,おおさかしひがしなりく,34.670002,135.541268
271161,大阪府,大阪市生野区,オオサカシイクノク,おおさかしいくのく,34.653751,135.534413
271179,大阪府,大阪市旭区,オオサカシアサヒク,おおさかしあさひく,34.721177,135.54422
271187,大阪府,大阪市城東区,オオサカシジョウトウク,おおさかしじょうとうく,34.70189,135.545973
271195,大阪府,大阪市阿倍野区,オオサカシアベノク,おおさかしあべのく,34.638969,135.518496
271209,大阪府,大阪市住吉区,オオサカシスミヨシク,おおさかしすみよしく,34.603673,135.500632
271217,大阪府,大阪市東住吉区,オオサカシヒガシスミヨシク,おおさかしひがしすみよしく,34.622163,135.526601
271225,大阪府,大阪市西成区,オオサカシニシナリク,おおさかしにしなりく,34.634872,135.494373
271233,大阪府,大阪市淀川区,オオサカシヨドガワク,おおさかしよどがわく,34.721026,135.486711
271241,大阪府,大阪市鶴見区,オオサカシツルミク,おおさかしつるみく,34.704329,135.574198
271250,大阪府,大阪市住之江区,オオサカシスミノエク,おおさかしすみのえく,34.609675,135.482742
271268,大阪府,大阪市平野区,オオサカシヒラノク,おおさかしひらのく,34.621199,135.546072
271276,大阪府,大阪市北区,オオサカシキタク,おおさかしきたく,34.705362,135.510025
271284,大阪府,大阪市中央区,オオサカシチュウオウク,おおさかしちゅうおうく,34.681261,135.509801
271411,大阪府,堺市堺区,サカイシサカイク,さかいしさかいく,34.573254,135.483101
271420,大阪府,堺市中区,サカイシナカク,さかいしなかく,34.528342,135.498636
271438,大阪府,堺市東区,サカイシヒガシク,さかいしひがしく,34.538192,135.536591
271446,大阪府,堺市西区,サカイシニシク,さかいしにしく,34.534999,135.463972
271454,大阪府,堺市南区,サカイシミナミク,さかいしみなみく,34.486527,135.490568
271462,大阪府,堺市北区,サカイシキタク,さかいしきたく,34.56535,135.517178
271471,大阪府,堺市美原区,サカイシミハラク,さかいしみはらく,34.538545,135.559833
272027,大阪府,岸和田市,キシワダシ,きしわだし,34.460634,135.370829
272035,大阪府,豊中市,トヨナカシ,とよなかし,34.781266,135.469739
272043,大阪府,池田市,イケダシ,いけだし,34.821705,135.428444
272051,大阪府,吹田市,スイタシ,すいたし,34.759453,135.51686
272060,大阪府,泉大津市,イズミオオツシ,いずみおおつし,34.504279,135.410464
272078,大阪府,高槻市,タカツキシ,たかつきし,34.846159,135.617272
272086,大阪府,貝塚市,カイヅカシ,かいづかし,34.437584,135.358517
272094,大阪府,守口市,モリグチシ,もりぐちし,34.737695,135.563904
272108,大阪府,枚方市,ヒラカタシ,ひらかたし,34.81434,135.650658
272116,大阪府,茨木市,イバラキシ,いばらきし,34.816338,135.568505
272124,大阪府,八尾市,ヤオシ,やおし,34.626864,135.600978
272132,大阪府,泉佐野市,イズミサノシ,いずみさのし,34.406848,135.327337
272141,大阪府,富田林市,トンダバヤシシ,とんだばやしし,34.499527,135.597128
272159,大阪府,寝屋川市,ネヤガワシ,ねやがわし,34.766093,135.6281
272167,大阪府,河内長野市,カワチナガノシ,かわちながのし,34.458084,135.564226
272175,大阪府,松原市,マツバラシ,まつばらし,34.577879,135.55185
272183,大阪府,大東市,ダイトウシ,だいとうし,34.712015,135.623659
272191,大阪府,和泉市,イズミシ,いずみし,34.483527,135.423557
272205,大阪府,箕面市,ミノオシ,みのおし,34.82693,135.470463
272213,大阪府,柏原市,カシワラシ,かしわらし,34.579305,135.628642
272221,大阪府,羽曳野市,ハビキノシ,はびきのし,34.558035,135.606212
272230,大阪府,門真市,カドマシ,かどまし,34.739542,135.58689
272248,大阪府,摂津市,セッツシ,せっつし,34.777356,135.561817
272256,大阪府,高石市,タカイシシ,たかいしし,34.520717,135.442452
272264,大阪府,藤井寺市,フジイデラシ,ふじいでらし,34.574277,135.597474
272272,大阪府,東大阪市,ヒガシオオサカシ,ひがしおおさかし,34.67933,135.601012
272281,大阪府,泉南市,センナンシ,せんなんし,34.366005,135.273339
272299,大阪府,四條畷市,シジョウナワテシ,しじょうなわてし,34.739941,135.639533
272302,大阪府,交野市,カタノシ,かたのし,34.787944,135.679953
272311,大阪府,大阪狭山市,オオサカサヤマシ,おおさかさやまし,34.503795,135.555693
272329,大阪府,阪南市,ハンナンシ,はんなんし,34.359583,135.23967
273015,大阪府,三島郡島本町,シマモトチョウ,しまもとちょう,34.883925,135.66297
273210,大阪府,豊能郡豊能町,トヨノチョウ,とよのちょう,34.918948,135.494174
273228,大阪府,豊能郡能勢町,ノセチョウ,のせちょう,34.972551,135.414274
273414,大阪府,泉北郡忠岡町,タダオカチョウ,ただおかちょう,34.487093,135.401323
273619,大阪府,泉南郡熊取町,クマトリチョウ,くまとりちょう,34.401283,135.355785
273627,大阪府,泉南郡田尻町,タジリチョウ,たじりちょう,34.393774,135.291174
273660,大阪府,泉南郡岬町,ミサキチョウ,みさきちょう,34.316978,135.142139
273813,大阪府,南河内郡太子町,タイシチョウ,たいしちょう,34.518682,135.647661
273821,大阪府,南河内郡河南町,カナンチョウ,かなんちょう,34.491637,135.629699
273830,大阪府,南河内郡千早赤阪村,チハヤアカサカムラ,ちはやあかさかむら,34.464587,135.622537
281018,兵庫県,神戸市東灘区,コウベシヒガシナダク,こうべしひがしなだく,34.720228,135.265455
281026,兵庫県,神戸市灘区,コウベシナダク,こうべしなだく,34.712329,135.239657
281051,兵庫県,神戸市兵庫区,コウベシギョウゴク,こうべしひょうごく,34.680578,135.165291
281069,兵庫県,神戸市長田区,コウベシナガタク,こうべしながたく,34.665638,135.151026
281077,兵庫県,神戸市須磨区,コウベシスマク,こうべしすまく,34.658633,135.1337
281085,兵庫県,神戸市垂水区,コウベシタルミク,こうべしたるみく,34.630252,135.056766
281093,兵庫県,神戸市北区,コウベシキタク,こうべしきたく,34.727317,135.14444
281107,兵庫県,神戸市中央区,コウベシチュウオウク,こうべしちゅうおうく,34.695124,135.197852
281115,兵庫県,神戸市西区,コウベシニシク,こうべしにしく,34.683239,134.981602
282014,兵庫県,姫路市,ヒメジシ,ひめじし,34.815149,134.685353
282022,兵庫県,尼崎市,アマガサキシ,あまがさきし,34.733734,135.406376
282031,兵庫県,明石市,アカシシ,あかしし,34.643107,134.997179
282049,兵庫県,西宮市,ニシノミヤシ,にしのみやし,34.737597,135.341564
282057,兵庫県,洲本市,スモトシ,すもとし,34.342426,134.89562
282065,兵庫県,芦屋市,アシヤシ,あしやし,34.72695,135.304162
282073,兵庫県,伊丹市,イタミシ,いたみし,34.784306,135.400947
282081,兵庫県,相生市,アイオイシ,あいおいし,34.803601,134.468066
282090,兵庫県,豊岡市,トヨオカシ,とよおかし,35.544575,134.820181
282103,兵庫県,加古川市,カコガワシ,かこがわし,34.75695,134.841177
282120,兵庫県,赤穂市,アコウシ,あこうし,34.754956,134.390284
282138,兵庫県,西脇市,ニシワキシ,にしわきし,34.993355,134.969189
282146,兵庫県,宝塚市,タカラヅカシ,たからづかし,34.799767,135.360073
282154,兵庫県,三木市,ミキシ,みきし,34.796944,134.990197
282162,兵庫県,高砂市,タカサゴシ,たかさごし,34.766201,134.790442
282171,兵庫県,川西市,カワニシシ,かわにしし,34.830135,135.417278
282189,兵庫県,小野市,オノシ,おのし,34.853193,134.931376
282197,兵庫県,三田市,サンダシ,さんだし,34.889996,135.225453
282201,兵庫県,加西市,カサイシ,かさいし,34.927936,134.841622
282219,兵庫県,丹波篠山市,タンバササヤマシ,たんばささやまし,35.075661,135.219051
282227,兵庫県,養父市,ヤブシ,やぶし,35.404657,134.767671
282235,兵庫県,丹波市,タンバシ,たんばし,35.1771,135.035854
282243,兵庫県,南あわじ市,ミナミアワジシ,みなみあわじし,34.29448,134.779855
282251,兵庫県,朝来市,アサゴシ,あさごし,35.339665,134.85315
282260,兵庫県,淡路市,アワジシ,あわじし,34.439699,134.915016
282278,兵庫県,宍粟市,シソウシ,しそうし,35.004417,134.549466
282286,兵庫県,加東市,カトウシ,かとうし,34.918573,134.973381
282294,兵庫県,たつの市,タツノシ,たつのし,34.857863,134.54536
283011,兵庫県,川辺郡猪名川町,イナガワチョウ,いながわちょう,34.895037,135.376162
283657,兵庫県,多可郡多可町,タカチョウ,たかちょう,35.050335,134.923275
283819,兵庫県,加古郡稲美町,イナミチョウ,いなみちょう,34.748807,134.913551
283827,兵庫県,加古郡播磨町,ハリマチョウ,はりまちょう,34.715299,134.867912
284424,兵庫県,神崎郡市川町,イチカワチョウ,いちかわちょう,34.989368,134.763317
284432,兵庫県,神崎郡福崎町,フクサキチョウ,ふくさきちょう,34.950302,134.760248
284467,兵庫県,神崎郡神河町,カミカワチョウ,かみかわちょう,35.064226,134.739831
284645,兵庫県,揖保郡太子町,タイシチョウ,たいしちょう,34.833264,134.572255
284815,兵庫県,赤穂郡上郡町,カミゴオリチョウ,かみごおりちょう,34.873563,134.356098
285013,兵庫県,佐用郡佐用町,サヨウチョウ,さようちょう,35.004346,134.355734
285854,兵庫県,美方郡香美町,カミチョウ,かみちょう,35.632186,134.629178
285862,兵庫県,美方郡新温泉町,シンオンセンチョウ,しんおんせんちょう,35.623481,134.448939
292010,奈良県,奈良市,ナラシ,ならし,34.685087,135.805
292028,奈良県,大和高田市,ヤマトタカダシ,やまとたかだし,34.515046,135.736392
292036,奈良県,大和郡山市,ヤマトコオリヤマシ,やまとこおりやまし,34.649374,135.782755
292044,奈良県,天理市,テンリシ,てんりし,34.596647,135.837331
292052,奈良県,橿原市,カシハラシ,かしはらし,34.509448,135.792626
292061,奈良県,桜井市,サクライシ,さくらいし,34.518714,135.843216
292079,奈良県,五條市,ゴジョウシ,ごじょうし,34.35203,135.693632
292087,奈良県,御所市,ゴセシ,ごせし,34.463331,135.74024
292095,奈良県,生駒市,イコマシ,いこまし,34.69196,135.700536
292109,奈良県,香芝市,カシバシ,かしばし,34.541256,135.698937
292117,奈良県,葛城市,カツラギシ,かつらぎし,34.511119,135.706917
292125,奈良県,宇陀市,ウダシ,うだし,34.528029,135.952269
293229,奈良県,山辺郡山添村,ヤマゾエムラ,やまぞえむら,34.68128,136.0438
293423,奈良県,生駒郡平群町,ヘグリチョウ,へぐりちょう,34.629174,135.700654
293431,奈良県,生駒郡三郷町,サンゴウチョウ,さんごうちょう,34.600138,135.695525
293440,奈良県,生駒郡斑鳩町,イカルガチョウ,いかるがちょう,34.608849,135.730591
293458,奈良県,生駒郡安堵町,アンドチョウ,あんどちょう,34.60648,135.756781
293610,奈良県,磯城郡川西町,カワニシチョウ,かわにしちょう,34.584394,135.774038
293628,奈良県,磯城郡三宅町,ミヤケチョウ,みやけちょう,34.573698,135.773144
293636,奈良県,磯城郡田原本町,タワラモトチョウ,たわらもとちょう,34.556601,135.794876
293857,奈良県,宇陀郡曽爾村,ソニムラ,そにむら,34.510647,136.124478
293865,奈良県,宇陀郡御杖村,ミツエムラ,みつえむら,34.488389,136.165916
294012,奈良県,高市郡高取町,タカトリチョウ,たかとりちょう,34.449513,135.793175
294021,奈良県,高市郡明日香村,アスカムラ,あすかむら,34.471278,135.820641
294241,奈良県,北葛城郡上牧町,カンマキチョウ,かんまきちょう,34.562749,135.716629
294250,奈良県,北葛城郡王寺町,オウジチョウ,おうじちょう,34.594725,135.706551
294268,奈良県,北葛城郡広陵町,コウリヨウチョウ,こうりようちょう,34.542784,135.750835
294276,奈良県,北葛城郡河合町,カワイチョウ,かわいちょう,34.578472,135.736672
294411,奈良県,吉野郡吉野町,ヨシノチョウ,よしのちょう,34.396049,135.857618
294420,奈良県,吉野郡大淀町,オオヨドチョウ,おおよどちょう,34.390562,135.789716
294438,奈良県,吉野郡下市町,シモイチチョウ,しもいちちょう,34.360981,135.791858
294446,奈良県,吉野郡黒滝村,クロタキムラ,くろたきむら,34.309307,135.852142
294462,奈良県,吉野郡天川村,テンカワムラ,てんかわむら,34.241909,135.855149
294471,奈良県,吉野郡野迫川村,ノセガワムラ,のせがわむら,34.166257,135.633063
294497,奈良県,吉野郡十津川村,トツカワムラ,とつかわむら,33.988495,135.792415
294501,奈良県,吉野郡下北山村,シモキタヤマムラ,しもきたやまむら,34.005038,135.955167
294519,奈良県,吉野郡上北山村,カミキタヤマムラ,かみきたやまむら,34.134322,135.999988
294527,奈良県,吉野郡川上村,カワカミムラ,かわかみむら,34.338107,135.954325
294535,奈良県,吉野郡東吉野村,ヒガシヨシノムラ,ひがしよしのむら,34.403582,135.968365
302015,和歌山県,和歌山市,ワカヤマシ,わかやまし,34.230511,135.170808
302023,和歌山県,海南市,カイナンシ,かいなんし,34.155336,135.209223
302031,和歌山県,橋本市,ハシモトシ,はしもとし,34.315053,135.605296
302040,和歌山県,有田市,アリダシ,ありだし,34.083095,135.127635
302058,和歌山県,御坊市,ゴボウシ,ごぼうし,33.891492,135.152346
302066,和歌山県,田辺市,タナベシ,たなべし,33.728034,135.377768
302074,和歌山県,新宮市,シングウシ,しんぐうし,33.724108,135.992955
302082,和歌山県,紀の川市,キノカワシ,きのかわし,34.26986,135.362757
302091,和歌山県,岩出市,イワデシ,いわでし,34.256295,135.311323
303046,和歌山県,海草郡紀美野町,キミノチョウ,きみのちょう,34.167225,135.307489
303411,和歌山県,伊都郡かつらぎ町,カツラギチョウ,かつらぎちょう,34.296396,135.503836
303437,和歌山県,伊都郡九度山町,クドヤマチョウ,くどやまちょう,34.287169,135.562245
303445,和歌山県,伊都郡高野町,コウヤチョウ,こうやちょう,34.216069,135.586536
303615,和歌山県,有田郡湯浅町,ユアサチョウ,ゆあさちょう,34.029394,135.190452
303623,和歌山県,有田郡広川町,ヒロガワチョウ,ひろがわちょう,34.030032,135.172993
303666,和歌山県,有田郡有田川町,アリダガワチョウ,ありだがわちょう,34.065322,135.254432
303810,和歌山県,日高郡美浜町,ミハマチョウ,みはまちょう,33.893756,135.133101
303828,和歌山県,日高郡日高町,ヒダカチョウ,ひだかちょう,33.92573,135.140883
303836,和歌山県,日高郡由良町,ユラチョウ,ゆらちょう,33.959223,135.118349
303909,和歌山県,日高郡印南町,イナミチョウ,いなみちょう,33.818367,135.218247
303917,和歌山県,日高郡みなべ町,ミナベチョウ,みなべちょう,33.772324,135.321442
303925,和歌山県,日高郡日高川町,ヒダカガワチョウ,ひだかがわちょう,33.911783,135.185875
304018,和歌山県,西牟婁郡白浜町,シラハマチョウ,しらはまちょう,33.678165,135.348134
304042,和歌山県,西牟婁郡上富田町,カミトンダチョウ,かみとんだちょう,33.696366,135.42883
304069,和歌山県,西牟婁郡すさみ町,スサミチョウ,すさみちょう,33.550151,135.49664
304212,和歌山県,東牟婁郡那智勝浦町,ナチカツウラチョウ,なちかつうらちょう,33.62595,135.941067
304221,和歌山県,東牟婁郡太地町,タイジチョウ,たいじちょう,33.594031,135.943962
304247,和歌山県,東牟婁郡古座川町,コザガワチョウ,こざがわちょう,33.53184,135.814802
304271,和歌山県,東牟婁郡北山村,キタヤマムラ,きたやまむら,33.932097,135.969207
304280,和歌山県,東牟婁郡串本町,クシモトチョウ,くしもとちょう,33.47247,135.781498
312011,鳥取県,鳥取市,トットリシ,とっとりし,35.501133,134.235091
312029,鳥取県,米子市,ヨナゴシ,よなごし,35.428072,133.330945
312037,鳥取県,倉吉市,クラヨシシ,くらよしし,35.430179,133.825561
312045,鳥取県,境港市,サカイミナトシ,さかいみなとし,35.539592,133.231486
313025,鳥取県,岩美郡岩美町,イワミチョウ,いわみちょう,35.575993,134.33209
313254,鳥取県,八頭郡若桜町,ワカサチョウ,わかさちょう,35.34017,134.400997
313289,鳥取県,八頭郡智頭町,チヅチョウ,ちづちょう,35.26505,134.226612
313297,鳥取県,八頭町,ヤズチョウ,やずちょう,35.409207,134.250526
313645,鳥取県,東伯郡三朝町,ミササチョウ,みささちょう,35.408508,133.862306
313700,鳥取県,東伯郡湯梨浜町,ユリハマチョウ,ゆりはまちょう,35.489959,133.864781
313718,鳥取県,東伯郡琴浦町,コトウラチョウ,ことうらちょう,35.495398,133.693278
313726,鳥取県,東伯郡北栄町,ホクエイチョウ,ほくえいちょう,35.49003,133.758355
313840,鳥取県,西伯郡日吉津村,ヒエヅソン,ひえづそん,35.440207,133.380788
313866,鳥取県,西伯郡大山町,ダイセンチョウ,だいせんちょう,35.510737,133.496114
313891,鳥取県,西伯郡南部町,ナンブチョウ,なんぶちょう,35.370784,133.361891
313904,鳥取県,西伯郡伯耆町,ホウキチョウ,ほうきちょう,35.385333,133.407164
314013,鳥取県,日野郡日南町,ニチナンチョウ,にちなんちょう,35.163294,133.306233
314021,鳥取県,日野郡日野町,ヒノチョウ,ひのちょう,35.240791,133.442786
314030,鳥取県,日野郡江府町,コウフチョウ,こうふちょう,35.283187,133.488561
322016,島根県,松江市,マツエシ,まつえし,35.46806,133.048375
322024,島根県,浜田市,ハマダシ,はまだし,34.899303,132.079783
322032,島根県,出雲市,イズモシ,いずもし,35.367035,132.754682
322041,島根県,益田市,マスダシ,ますだし,34.674817,131.842862
322059,島根県,大田市,オオダシ,おおだし,35.192106,132.499293
322067,島根県,安来市,ヤスギシ,やすぎし,35.431442,133.250915
322075,島根県,江津市,ゴウツシ,ごうつし,35.011418,132.22093
322091,島根県,雲南市,ウンナンシ,うんなんし,35.307726,132.900299
323438,島根県,仁多郡奥出雲町,オクイズモチョウ,おくいずもちょう,35.19743,133.002543
323861,島根県,飯石郡飯南町,イイナンチョウ,いいなんちょう,35.000035,132.713874
324418,島根県,邑智郡川本町,カワモトマチ,かわもとまち,34.994145,132.495496
324485,島根県,邑智郡美郷町,ミサトチョウ,みさとちょう,35.07669,132.590559
324493,島根県,邑智郡邑南町,オオナンチョウ,おおなんちょう,34.893963,132.43797
325015,島根県,鹿足郡津和野町,ツワノチョウ,つわのちょう,34.467185,131.773166
325058,島根県,鹿足郡吉賀町,ヨシカチョウ,よしかちょう,34.442094,131.867897
325252,島根県,隠岐郡海士町,アマチョウ,あまちょう,36.096571,133.096709
325261,島根県,隠岐郡西ノ島町,ニシノシマチョウ,にしのしまちょう,36.093027,132.994422
325279,島根県,隠岐郡知夫村,チブムラ,ちぶむら,36.013929,133.039386
325287,島根県,隠岐郡隠岐の島町,オキノシマチョウ,おきのしまちょう,36.209014,133.32177
331015,岡山県,岡山市北区,オカヤマシキタク,おかやましきたく,34.65534,133.919813
331023,岡山県,岡山市中区,オカヤマシナカク,おかやましなかく,34.670842,133.94318
331031,岡山県,岡山市東区,オカヤマシヒガシク,おかやましひがしく,34.651443,134.029488
331040,岡山県,岡山市南区,オカヤマシミナミク,おかやましみなみく,34.599777,133.919553
332020,岡山県,倉敷市,クラシキシ,くらしきし,34.585013,133.772084
332038,岡山県,津山市,ツヤマシ,つやまし,35.069116,134.004543
332046,岡山県,玉野市,タマノシ,たまのし,34.491943,133.945987
332054,岡山県,笠岡市,カサオカシ,かさおかし,34.50718,133.507441
332071,岡山県,井原市,イバラシ,いばらし,34.597672,133.463681
332089,岡山県,総社市,ソウジヤシ,そうじやし,34.672807,133.746528
332097,岡山県,高梁市,タカハシシ,たかはしし,34.791023,133.616733
332101,岡山県,新見市,ニイミシ,にいみし,34.97703,133.470306
332119,岡山県,備前市,ビゼンシ,びぜんし,34.74516,134.188044
332127,岡山県,瀬戸内市,セトウチシ,せとうちし,34.664887,134.092846
332135,岡山県,赤磐市,アカイワシ,あかいわし,34.755388,134.01884
332143,岡山県,真庭市,マニワシ,まにわし,35.075602,133.75273
332151,岡山県,美作市,ミマサカシ,みまさかし,35.008588,134.148572
332160,岡山県,浅口市,アサクチシ,あさくちし,34.527839,133.584922
333468,岡山県,和気郡和気町,ワケチョウ,わけちょう,34.849729,134.097923
334235,岡山県,都窪郡早島町,ハヤシマチョウ,はやしまちょう,34.600702,133.828354
334456,岡山県,浅口郡里庄町,サトショウチョウ,さとしょうちょう,34.51379,133.556866
334618,岡山県,小田郡矢掛町,ヤカゲチョウ,やかげちょう,34.627593,133.587085
335860,岡山県,真庭郡新庄村,シンジヨウソン,しんじようそん,35.179458,133.567734
336068,岡山県,苫田郡鏡野町,カガミノチョウ,かがみのちょう,35.091833,133.932799
336220,岡山県,勝田郡勝央町,ショウオウチョウ,しょうおうちょう,35.04184,134.116183
336238,岡山県,勝田郡奈義町,ナギチョウ,なぎちょう,35.123024,134.177425
336432,岡山県,英田郡西粟倉村,ニシアワクラソン,にしあわくらそん,35.171331,134.336273
336637,岡山県,久米郡久米南町,クメナンチョウ,くめなんちょう,34.929246,133.960687
336661,岡山県,久米郡美咲町,ミサキチョウ,みさきちょう,34.997953,133.958163
336815,岡山県,加賀郡吉備中央町,キビチュウオウチョウ,きびちゅうおうちょう,34.860965,133.811806
341011,広島県,広島市中区,ヒロシマシナカク,ひろしましなかく,34.386245,132.455018
341029,広島県,広島市東区,ヒロシマシヒガシク,ひろしましひがしく,34.39548,132.482429
